Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Date,Qty,Customer,PC,Org,Type
YT443658-803,CAT 797F ATAAC SBRA 1015 FLOATING PUSHPAD XP CRATE - FINAL ASSEMBLY,3,YTS-PARTS-DOMESTIC,562796.0,1.0,30-NOV-20,30-NOV-20,02-DEC-20,26-JAN-21,16-FEB-21,16-FEB-21,33.0,"10,260.00","398,442.00","7,478.45","5,051.39",,511.15,"1,915.91",0.0,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",,,,,,,
YT443658-803,CAT 797F ATAAC SBRA 1015 FLOATING PUSHPAD XP CRATE - FINAL ASSEMBLY,3,YTS-PARTS-DOMESTIC,562796.0,2.0,30-NOV-20,07-DEC-20,10-DEC-20,02-MAR-21,26-FEB-21,26-FEB-21,24.0,"10,260.00","289,776.00","7,478.45","5,051.39",,511.15,"1,915.91",0.0,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",,,,,,,
YT443658-815,CAT 797F ATAAC SBRA 1015 FLOATING PUSHPAD RET RACK - FINAL ASSEMBLY,3,YTS-DOMESTIC,562518.0,1.0,27-OCT-20,27-OCT-20,19-NOV-20,07-JAN-21,07-JAN-21,07-JAN-21,2.0,"10,260.00","24,006.00","7,255.43","4,806.52",,515.66,"1,933.24",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT443658-815,CAT 797F ATAAC SBRA 1015 FLOATING PUSHPAD RET RACK - FINAL ASSEMBLY,3,YTS-DOMESTIC,562518.0,3.0,27-OCT-20,04-DEC-20,10-DEC-20,08-FEB-21,08-FEB-21,08-FEB-21,1.0,"10,260.00","12,003.00","7,255.43","4,806.52",,515.66,"1,933.24",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT443658-815,CAT 797F ATAAC SBRA 1015 FLOATING PUSHPAD RET RACK - FINAL ASSEMBLY,3,YTS-DOMESTIC,562518.0,2.0,27-OCT-20,30-NOV-20,07-DEC-20,12-FEB-21,12-FEB-21,12-FEB-21,2.0,"10,260.00","24,006.00","7,255.43","4,806.52",,515.66,"1,933.24",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT444105-811,CAT 797F SBRA 1015 ATAAC OUTBOARD STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562797.0,1.0,30-NOV-20,30-NOV-20,02-DEC-20,25-JAN-21,25-JAN-21,25-JAN-21,2.0,"8,565.00","18,804.00","5,032.68","3,175.49",,395.64,"1,461.54",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT444105-811,CAT 797F SBRA 1015 ATAAC OUTBOARD STD CRATE - FINAL ASSEMBLY,3,YTS-PARTS-DOMESTIC,562696.0,2.0,18-NOV-20,07-DEC-20,14-DEC-20,02-MAR-21,26-FEB-21,26-FEB-21,10.0,"8,565.00","94,020.00","5,032.68","3,175.49",,395.64,"1,461.54",0.0,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",,,,,,,
YT444106-811,CAT 797F SBRA 1015 ATAAC INBOARD STD CRATE - FINAL ASSEMBLY,3,YTS-PARTS-DOMESTIC,562697.0,2.0,18-NOV-20,07-DEC-20,09-DEC-20,15-JAN-21,26-FEB-21,26-FEB-21,10.0,"8,967.00","98,020.00","5,079.41","3,140.46",,415.10,"1,523.84",0.0,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",,,,,,,
YT445566-800,GE RH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562429.0,2.0,19-OCT-20,15-DEC-20,15-DEC-20,15-JAN-21,29-DEC-20,29-DEC-20,3.0,"12,304.00","36,912.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445566-800,GE RH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562429.0,1.0,19-OCT-20,19-OCT-20,15-DEC-20,15-JAN-21,08-JAN-21,08-JAN-21,5.0,"12,304.00","61,520.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445566-800,GE RH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562428.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,29-JAN-21,22-JAN-21,22-JAN-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445566-800,GE RH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562427.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,05-FEB-21,29-JAN-21,29-JAN-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445566-800,GE RH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562431.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,12-FEB-21,05-FEB-21,05-FEB-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445566-800,GE RH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562430.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,19-FEB-21,12-FEB-21,12-FEB-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445567-800,GE LH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562437.0,2.0,19-OCT-20,15-DEC-20,15-DEC-20,15-JAN-21,29-DEC-20,29-DEC-20,3.0,"12,304.00","36,912.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445567-800,GE LH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562437.0,1.0,19-OCT-20,19-OCT-20,15-DEC-20,15-JAN-21,08-JAN-21,08-JAN-21,5.0,"12,304.00","61,520.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445567-800,GE LH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562436.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,29-JAN-21,22-JAN-21,22-JAN-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445567-800,GE LH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562435.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,05-FEB-21,29-JAN-21,29-JAN-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445567-800,GE LH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562434.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,12-FEB-21,05-FEB-21,05-FEB-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445567-800,GE LH BANK 4400 HP TCS LIGHT STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562432.0,1.0,19-OCT-20,19-OCT-20,22-OCT-20,19-FEB-21,12-FEB-21,12-FEB-21,6.0,"12,304.00","73,824.00","11,994.00","7,376.12",,949.71,"3,536.16",132.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",4800 DERAMUS AVE.,WABTEC GLOBAL SERVICES,"KANSAS CITY,MO 64120 - US",,,,,,,
YT445661-803,CORE YTF 094 YTF 096 FB 84.56 38.12 - XP CRATE,3,YTS-INTERNATIONAL,560614.0,1.0,25-MAR-20,25-MAR-20,25-NOV-20,28-NOV-20,15-JAN-21,15-JAN-21,18.0,"5,306.02","95,508.36","4,599.14","3,121.65",,307.39,"1,170.10",,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT445661-803,CORE YTF 094 YTF 096 FB 84.56 38.12 - XP CRATE,3,YTS-INTERNATIONAL,560683.0,1.0,31-MAR-20,31-MAR-20,01-SEP-20,02-JUN-21,09-APR-21,09-APR-21,18.0,"5,306.02","95,508.36","4,599.14","3,121.65",,307.39,"1,170.10",,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT446114-803,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD XP CRATE - FINAL ASSEMBLY,3,YTS-PARTS-DOMESTIC,562654.0,2.0,12-NOV-20,01-DEC-20,01-DEC-20,12-JAN-21,12-JAN-21,12-JAN-21,1.0,"10,648.00","12,429.00","7,733.87","5,028.87",,574.58,"2,130.42",0.0,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",,,,,,,
YT446114-803,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD XP CRATE - FINAL ASSEMBLY,3,YTS-PARTS-DOMESTIC,562654.0,3.0,12-NOV-20,08-DEC-20,14-DEC-20,02-MAR-21,26-FEB-21,26-FEB-21,2.0,"10,648.00","24,858.00","7,733.87","5,028.87",,574.58,"2,130.42",0.0,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",,,,,,,
YT446114-811,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562520.0,4.0,27-OCT-20,09-NOV-20,17-DEC-20,18-DEC-20,18-DEC-20,18-DEC-20,2.0,"10,648.00","24,782.00","7,772.76","5,067.76",,574.58,"2,130.42",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT446114-811,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562520.0,5.0,27-OCT-20,30-NOV-20,02-DEC-20,25-JAN-21,25-JAN-21,25-JAN-21,2.0,"10,648.00","24,782.00","7,772.76","5,067.76",,574.58,"2,130.42",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT446114-811,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562520.0,9.0,27-OCT-20,07-DEC-20,09-DEC-20,28-JAN-21,02-FEB-21,02-FEB-21,2.0,"10,648.00","24,782.00","7,772.76","5,067.76",,574.58,"2,130.42",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT446114-811,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562520.0,8.0,27-OCT-20,03-DEC-20,09-DEC-20,11-FEB-21,23-FEB-21,23-FEB-21,2.0,"10,648.00","24,782.00","7,772.76","5,067.76",,574.58,"2,130.42",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT446114-811,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562520.0,7.0,27-OCT-20,03-DEC-20,09-DEC-20,03-FEB-21,23-FEB-21,23-FEB-21,4.0,"10,648.00","49,564.00","7,772.76","5,067.76",,574.58,"2,130.42",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT446114-811,CAT 794 ATAAC SBRA 1015 FLOATING PUSHPAD STD CRATE - FINAL ASSEMBLY,3,YTS-DOMESTIC,562520.0,6.0,27-OCT-20,03-DEC-20,09-DEC-20,02-FEB-21,23-FEB-21,23-FEB-21,2.0,"10,648.00","24,782.00","7,772.76","5,067.76",,574.58,"2,130.42",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT446367-800,GE RH BANK KAZ-EVO VG292 STD PALLET FINAL ASSEMBLY,3,YTS-DOMESTIC,560503.0,1.0,16-MAR-20,16-MAR-20,25-NOV-20,15-OCT-21,08-OCT-21,08-OCT-21,1.0,"19,287.00","19,287.00","12,094.83","7,811.15",,900.09,"3,383.58",,"WABTEC TRANSPORTATION SYSTEMS, LLC",BUILDING 12-1,901 FRANKLIN AVENUE,"Erie,PA 16531 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562006.0,1.0,27-AUG-20,27-AUG-20,01-SEP-20,01-APR-21,26-MAR-21,26-MAR-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562040.0,1.0,01-SEP-20,01-SEP-20,01-SEP-20,23-APR-21,16-APR-21,16-APR-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562108.0,1.0,09-SEP-20,09-SEP-20,15-SEP-20,30-APR-21,23-APR-21,23-APR-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562155.0,1.0,15-SEP-20,15-SEP-20,17-SEP-20,07-MAY-21,30-APR-21,30-APR-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562185.0,1.0,18-SEP-20,18-SEP-20,22-SEP-20,20-MAY-21,14-MAY-21,14-MAY-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562184.0,1.0,18-SEP-20,18-SEP-20,22-SEP-20,27-MAY-21,21-MAY-21,21-MAY-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562186.0,1.0,18-SEP-20,18-SEP-20,22-SEP-20,04-JUN-21,28-MAY-21,28-MAY-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562192.0,1.0,21-SEP-20,21-SEP-20,22-SEP-20,04-JUN-21,28-MAY-21,28-MAY-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562248.0,1.0,25-SEP-20,25-SEP-20,25-SEP-20,11-JUN-21,04-JUN-21,04-JUN-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562310.0,1.0,02-OCT-20,02-OCT-20,06-OCT-20,18-JUN-21,11-JUN-21,11-JUN-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562359.0,1.0,08-OCT-20,08-OCT-20,13-OCT-20,24-JUN-21,18-JUN-21,18-JUN-21,2.0,"19,654.00","39,308.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562402.0,2.0,15-OCT-20,19-OCT-20,22-OCT-20,01-JUL-21,25-JUN-21,25-JUN-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562510.0,1.0,27-OCT-20,27-OCT-20,29-OCT-20,09-JUL-21,06-JUL-21,06-JUL-21,2.0,"19,654.00","39,308.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562583.0,1.0,04-NOV-20,04-NOV-20,05-NOV-20,16-JUL-21,12-JUL-21,12-JUL-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562709.0,1.0,18-NOV-20,18-NOV-20,19-NOV-20,30-JUL-21,23-JUL-21,23-JUL-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562860.0,1.0,08-DEC-20,08-DEC-20,10-DEC-20,12-AUG-21,06-AUG-21,06-AUG-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446367-807,GE RH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562918.0,1.0,15-DEC-20,15-DEC-20,17-DEC-20,19-AUG-21,13-AUG-21,13-AUG-21,1.0,"19,654.00","19,654.00","12,399.66","7,945.31",,935.35,"3,519.00",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446368-800,GE LH BANK KAZ-EVO VG292 STD PALLET FINAL ASSEMBLY,3,YTS-DOMESTIC,561354.0,1.0,01-JUN-20,01-JUN-20,25-NOV-20,15-OCT-21,08-OCT-21,08-OCT-21,1.0,"19,287.00","19,287.00","12,001.96","7,811.78",,881.44,"3,308.73",,"WABTEC TRANSPORTATION SYSTEMS, LLC",BUILDING 12-1,901 FRANKLIN AVENUE,"Erie,PA 16531 - US",,,,,,,
YT446368-807,GE LH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562607.0,1.0,05-NOV-20,05-NOV-20,11-NOV-20,04-MAR-21,25-FEB-21,25-FEB-21,1.0,"19,654.00","19,654.00","12,306.79","7,945.94",,916.71,"3,444.15",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446368-807,GE LH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562670.0,1.0,13-NOV-20,13-NOV-20,02-DEC-20,12-MAR-21,05-MAR-21,05-MAR-21,1.0,"19,654.00","19,654.00","12,306.79","7,945.94",,916.71,"3,444.15",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446368-807,GE LH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562007.0,1.0,27-AUG-20,27-AUG-20,01-SEP-20,09-APR-21,02-APR-21,02-APR-21,1.0,"19,654.00","19,654.00","12,306.79","7,945.94",,916.71,"3,444.15",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446368-807,GE LH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562719.0,1.0,19-NOV-20,19-NOV-20,02-DEC-20,09-APR-21,05-APR-21,05-APR-21,1.0,"19,654.00","19,654.00","12,306.79","7,945.94",,916.71,"3,444.15",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446368-807,GE LH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562825.0,1.0,03-DEC-20,03-DEC-20,09-DEC-20,16-APR-21,09-APR-21,09-APR-21,1.0,"19,654.00","19,654.00","12,306.79","7,945.94",,916.71,"3,444.15",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446368-807,GE LH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562871.0,1.0,10-DEC-20,10-DEC-20,15-DEC-20,04-JUN-21,28-MAY-21,28-MAY-21,1.0,"19,654.00","19,654.00","12,306.79","7,945.94",,916.71,"3,444.15",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT446368-807,GE LH BANK KAZ-EVO VG292 XP PAL/PLY VCI FINAL ASSEMBLY,3,YTS-DOMESTIC,562937.0,1.0,17-DEC-20,17-DEC-20,17-DEC-20,11-JUN-21,08-JUN-21,08-JUN-21,1.0,"19,654.00","19,654.00","12,306.79","7,945.94",,916.71,"3,444.15",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
