Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4
YT427810,KOHLER MHI 1750/2000REOZM 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561887,1,10-AUG-20,10-AUG-20,11-AUG-20,12-OCT-20,08-OCT-20,08-OCT-20,1,"20,365.00","20,365.00","14,612.66","9,740.91",,"1,018.91","3,852.83",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427810,KOHLER MHI 1750/2000REOZM 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561903,1,12-AUG-20,12-AUG-20,13-AUG-20,13-OCT-20,09-OCT-20,09-OCT-20,1,"20,365.00","20,365.00","14,612.66","9,740.91",,"1,018.91","3,852.83",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427811,KOHLER 1750/2000REOZMB 50C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561640,1,08-JUL-20,08-JUL-20,09-JUL-20,08-SEP-20,03-SEP-20,03-SEP-20,2,"25,281.00","50,562.00","16,718.32","11,031.89",,"1,187.19","4,499.25",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427811,KOHLER 1750/2000REOZMB 50C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561639,1,08-JUL-20,08-JUL-20,09-JUL-20,11-SEP-20,04-SEP-20,04-SEP-20,3,"25,281.00","75,843.00","16,718.32","11,031.89",,"1,187.19","4,499.25",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427820,KOHLER 1250REOZMB 50C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561671,1,13-JUL-20,13-JUL-20,14-JUL-20,16-SEP-20,11-SEP-20,11-SEP-20,2,"14,690.00","29,380.00","12,135.76","7,740.33",,910.16,"3,485.26",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427820,KOHLER 1250REOZMB 50C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561836,1,03-AUG-20,03-AUG-20,04-AUG-20,07-OCT-20,02-OCT-20,02-OCT-20,1,"14,690.00","14,690.00","12,135.76","7,740.33",,910.16,"3,485.26",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427820,KOHLER 1250REOZMB 50C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561885,1,10-AUG-20,10-AUG-20,11-AUG-20,13-OCT-20,08-OCT-20,08-OCT-20,1,"14,690.00","14,690.00","12,135.76","7,740.33",,910.16,"3,485.26",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT429710,415062 CAT1500 3512 CORE TANK SIDES - SERVICE,5,YTS-PARTS-DOMESTIC,561620,1,07-JUL-20,07-JUL-20,21-JUL-20,08-SEP-20,22-SEP-20,22-SEP-20,1,"23,156.00","23,156.00","12,150.27","10,537.33",,339.07,"1,273.87",0.00,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT429710,415062 CAT1500 3512 CORE TANK SIDES - SERVICE,5,YTS-PARTS-DOMESTIC,561620,2,07-JUL-20,07-JUL-20,21-JUL-20,20-OCT-20,20-OCT-20,20-OCT-20,1,"23,156.00","23,156.00","12,150.27","10,537.33",,339.07,"1,273.87",0.00,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT431205,LUBE OIL COOLER GT38AC - FINAL ASSEMBLY,5,YTS-INTERNATIONAL,560270,2,25-FEB-20,03-MAR-20,01-JUL-20,07-SEP-20,28-AUG-20,28-AUG-20,10,"4,294.00","42,940.00","2,923.98","1,186.42",,310.65,"1,426.90",,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT431205,LUBE OIL COOLER GT38AC - FINAL ASSEMBLY,5,YTS-INTERNATIONAL,560270,3,25-FEB-20,03-MAR-20,01-JUL-20,04-DEC-20,23-NOV-20,23-NOV-20,16,"4,294.00","68,704.00","2,923.98","1,186.42",,310.65,"1,426.90",,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT431242,CAT C175-16 73 EP TIER II 3MW VERT - FINAL ASSEMBLY,4,YTS-DOMESTIC,559640,17,06-JAN-20,03-JUN-20,24-JUL-20,31-AUG-20,27-AUG-20,27-AUG-20,1,"43,934.00","49,189.00","39,114.40","30,665.87",,"1,777.38","6,670.90",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431253,CAT 50SQFT 3516C HD EP TIER 4I 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,560722,2,02-APR-20,11-JUN-20,24-JUL-20,30-SEP-20,28-SEP-20,28-SEP-20,1,"24,654.00","28,382.52","29,276.13","23,184.40",,"1,325.81","4,765.67",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431253,CAT 50SQFT 3516C HD EP TIER 4I 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,560722,3,02-APR-20,22-JUL-20,24-JUL-20,01-OCT-20,29-SEP-20,29-SEP-20,1,"24,654.00","28,382.52","29,276.13","23,184.40",,"1,325.81","4,765.67",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,53,04-NOV-19,03-JUN-20,24-JUL-20,27-AUG-20,25-AUG-20,25-AUG-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,46,04-NOV-19,22-APR-20,24-JUL-20,28-AUG-20,26-AUG-20,26-AUG-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,52,04-NOV-19,20-MAY-20,24-JUL-20,31-AUG-20,27-AUG-20,27-AUG-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,54,04-NOV-19,11-JUN-20,24-JUL-20,02-SEP-20,31-AUG-20,31-AUG-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,55,04-NOV-19,26-JUN-20,24-JUL-20,03-SEP-20,01-SEP-20,01-SEP-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,47,04-NOV-19,22-APR-20,24-JUL-20,14-SEP-20,10-SEP-20,10-SEP-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,48,04-NOV-19,22-APR-20,24-JUL-20,21-SEP-20,17-SEP-20,17-SEP-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,57,04-NOV-19,07-AUG-20,11-AUG-20,26-OCT-20,22-OCT-20,22-OCT-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,56,04-NOV-19,10-JUL-20,24-JUL-20,03-NOV-20,30-OCT-20,30-OCT-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,58,04-NOV-19,11-AUG-20,13-AUG-20,16-DEC-20,14-DEC-20,14-DEC-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431254,CAT 56SQFT 3516C HD EP TIER 4I 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558810,59,04-NOV-19,11-AUG-20,13-AUG-20,17-DEC-20,15-DEC-20,15-DEC-20,1,"28,694.00","33,113.15","31,329.52","25,222.38",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT431321-803,LUBE OC XHIF1248-H01-1P-V SD80ACE XP CRATE - FINAL ASSEMBLY,5,YTS-DOMESTIC,561268,1,10-JUN-20,27-MAY-20,17-AUG-20,01-SEP-20,28-AUG-20,28-AUG-20,2,"6,190.00","12,380.00","3,813.01","1,796.28",,362.72,"1,654.01",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT431321-803,LUBE OC XHIF1248-H01-1P-V SD80ACE XP CRATE - FINAL ASSEMBLY,5,YTS-DOMESTIC,561579,1,30-JUN-20,30-JUN-20,02-JUL-20,01-OCT-20,25-SEP-20,25-SEP-20,5,"3,800.00","20,335.00","3,813.01","1,796.28",,362.72,"1,654.01",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT431331,50SQFT SHEAVE AND BUSHING KIT CAT 288-0833,1,YTS-DOMESTIC,558783,23,31-OCT-19,22-JUN-20,07-JUL-20,28-AUG-20,28-AUG-20,28-AUG-20,2,505.00,"1,010.00",263.53,190.81,,22.94,49.78,,CATERPILLAR INC,1627 VETERANS MEMORIAL PARKWAY EAST,DOCK 57,"Lafayette,IN 47905 - US",
YT431331,50SQFT SHEAVE AND BUSHING KIT CAT 288-0833,1,YTS-DOMESTIC,558783,24,31-OCT-19,14-JUL-20,22-JUL-20,15-SEP-20,15-SEP-20,15-SEP-20,3,505.00,"1,515.00",263.53,190.81,,22.94,49.78,,CATERPILLAR INC,1627 VETERANS MEMORIAL PARKWAY EAST,DOCK 57,"Lafayette,IN 47905 - US",
YT431331,50SQFT SHEAVE AND BUSHING KIT CAT 288-0833,1,YTS-DOMESTIC,558783,25,31-OCT-19,28-JUL-20,14-AUG-20,13-OCT-20,13-OCT-20,13-OCT-20,2,505.00,"1,010.00",263.53,190.81,,22.94,49.78,,CATERPILLAR INC,1627 VETERANS MEMORIAL PARKWAY EAST,DOCK 57,"Lafayette,IN 47905 - US",
YT431355-901,HOCS 5000 CTS (G/H),3,YTS-DOMESTIC,560707,1,10-AUG-20,01-APR-20,21-AUG-20,25-AUG-20,14-AUG-20,14-AUG-20,1,"24,740.00","24,740.00","7,015.98","1,840.47",,816.70,"3,265.31","1,093.50",SOLAR TURBINES INC,7300 OAKLEY INDUSTRIAL BLVD,"Fairburn,GA 30213 - US",,
YT431355-901,HOCS 5000 CTS (G/H),3,YTS-DOMESTIC,561121,1,10-AUG-20,11-MAY-20,10-AUG-20,08-OCT-20,25-SEP-20,25-SEP-20,1,"24,740.00","24,740.00","7,015.98","1,840.47",,816.70,"3,265.31","1,093.50",SOLAR TURBINES INC,7300 OAKLEY INDUSTRIAL BLVD,"Fairburn,GA 30213 - US",,
YT432927-04.50,GREEN POLY TAPE 4.50 DIA PRECUT CIRCLE,FS,YTS-INTERNATIONAL,561910,1,13-AUG-20,13-AUG-20,13-AUG-20,17-DEC-20,16-OCT-20,16-OCT-20,100,1.32,132.00,1.03,1.03,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT432927-08.00,GREEN POLY TAPE 8.00 DIA PRECUT CIRCLE,FS,YTS-INTERNATIONAL,559202,1,05-DEC-19,05-DEC-19,18-AUG-20,22-SEP-20,28-AUG-20,28-AUG-20,1,2.41,2.41,1.88,1.88,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT432927-08.00,GREEN POLY TAPE 8.00 DIA PRECUT CIRCLE,FS,YTS-INTERNATIONAL,561823,1,30-JUL-20,30-JUL-20,30-JUL-20,20-NOV-20,18-SEP-20,18-SEP-20,100,2.41,241.00,1.88,1.88,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT433031,22 PSI PRESSURE CAP SIZE B 2.50 INCH STANT#AAX-2736,PC,YTS-DOMESTIC,561817,4,29-JUL-20,29-JUL-20,18-AUG-20,14-AUG-20,28-AUG-20,28-AUG-20,2,0.00,0.00,10.71,10.71,,,,,YOUNG TOUCHSTONE (LEX),1000 YOUNG DRIVE,"LEXINGTON,TN 38351 - US",,
YT434966,CAT C175-20 EP T2 60HZ VERT 94SQFT - FINAL ASSEMBLY,4,YTS-DOMESTIC,561556,5,25-JUN-20,25-JUN-20,24-JUL-20,20-OCT-20,16-OCT-20,16-OCT-20,1,"56,201.00","62,901.00","44,916.59","34,701.68",,"2,144.68","8,069.98",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT434966,CAT C175-20 EP T2 60HZ VERT 94SQFT - FINAL ASSEMBLY,4,YTS-DOMESTIC,561556,6,25-JUN-20,25-JUN-20,24-JUL-20,21-OCT-20,19-OCT-20,19-OCT-20,1,"56,201.00","62,901.00","44,916.59","34,701.68",,"2,144.68","8,069.98",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT434966,CAT C175-20 EP T2 60HZ VERT 94SQFT - FINAL ASSEMBLY,4,YTS-DOMESTIC,561556,7,25-JUN-20,25-JUN-20,24-JUL-20,22-OCT-20,20-OCT-20,20-OCT-20,1,"56,201.00","62,901.00","44,916.59","34,701.68",,"2,144.68","8,069.98",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT434966,CAT C175-20 EP T2 60HZ VERT 94SQFT - FINAL ASSEMBLY,4,YTS-DOMESTIC,561556,8,25-JUN-20,07-AUG-20,11-AUG-20,18-DEC-20,16-DEC-20,16-DEC-20,1,"56,201.00","62,901.00","44,916.59","34,701.68",,"2,144.68","8,069.98",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435053,CAT 50SQFT 3516C HD EP T2 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558571,33,11-OCT-19,01-JUN-20,21-AUG-20,27-AUG-20,25-AUG-20,25-AUG-20,1,"21,998.00","25,843.52","27,223.90","21,078.19",,"1,337.34","4,808.12",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435053,CAT 50SQFT 3516C HD EP T2 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558571,34,11-OCT-19,01-JUN-20,24-JUL-20,01-SEP-20,28-AUG-20,28-AUG-20,1,"21,998.00","25,843.52","27,223.90","21,078.19",,"1,337.34","4,808.12",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435053,CAT 50SQFT 3516C HD EP T2 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558571,32,11-OCT-19,01-JUN-20,11-AUG-20,01-SEP-20,28-AUG-20,28-AUG-20,1,"21,998.00","25,843.52","27,223.90","21,078.19",,"1,337.34","4,808.12",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435053,CAT 50SQFT 3516C HD EP T2 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558571,36,11-OCT-19,02-JUL-20,24-JUL-20,15-SEP-20,11-SEP-20,11-SEP-20,1,"21,998.00","25,843.52","27,223.90","21,078.19",,"1,337.34","4,808.12",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435053,CAT 50SQFT 3516C HD EP T2 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558571,35,11-OCT-19,25-JUN-20,24-JUL-20,16-SEP-20,14-SEP-20,14-SEP-20,1,"21,998.00","25,843.52","27,223.90","21,078.19",,"1,337.34","4,808.12",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435053,CAT 50SQFT 3516C HD EP T2 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558571,37,11-OCT-19,08-JUL-20,24-JUL-20,30-SEP-20,28-SEP-20,28-SEP-20,1,"21,998.00","25,843.52","27,223.90","21,078.19",,"1,337.34","4,808.12",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435053,CAT 50SQFT 3516C HD EP T2 43C 2MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,558571,38,11-OCT-19,12-AUG-20,13-AUG-20,11-NOV-20,09-NOV-20,09-NOV-20,1,"21,998.00","25,843.52","27,223.90","21,078.19",,"1,337.34","4,808.12",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435054,CAT 56SQFT 3516C HD EP T2 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,557975,360,21-AUG-19,15-APR-20,21-AUG-20,24-AUG-20,21-AUG-20,21-AUG-20,1,"25,803.00","30,351.15","29,054.42","22,947.27",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435054,CAT 56SQFT 3516C HD EP T2 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,557975,430,21-AUG-19,26-JUN-20,23-JUL-20,25-SEP-20,23-SEP-20,23-SEP-20,1,"25,803.00","30,351.15","29,054.42","22,947.27",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435054,CAT 56SQFT 3516C HD EP T2 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,557975,431,21-AUG-19,14-JUL-20,23-JUL-20,08-OCT-20,06-OCT-20,06-OCT-20,1,"25,803.00","30,351.15","29,054.42","22,947.27",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435054,CAT 56SQFT 3516C HD EP T2 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,557975,432,21-AUG-19,07-AUG-20,11-AUG-20,22-OCT-20,20-OCT-20,20-OCT-20,1,"25,803.00","30,351.15","29,054.42","22,947.27",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435054,CAT 56SQFT 3516C HD EP T2 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,557975,433,21-AUG-19,10-AUG-20,11-AUG-20,02-NOV-20,29-OCT-20,29-OCT-20,1,"25,803.00","30,351.15","29,054.42","22,947.27",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435054,CAT 56SQFT 3516C HD EP T2 43C 2.5MW - FINAL ASSEMBLY,5,YTS-DOMESTIC,557975,434,21-AUG-19,10-AUG-20,11-AUG-20,11-NOV-20,09-NOV-20,09-NOV-20,1,"25,803.00","30,351.15","29,054.42","22,947.27",,"1,329.41","4,777.49",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,3,26-MAR-20,08-MAY-20,24-JUL-20,17-SEP-20,15-SEP-20,15-SEP-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,4,26-MAR-20,08-MAY-20,24-JUL-20,18-SEP-20,16-SEP-20,16-SEP-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,5,26-MAR-20,08-MAY-20,24-JUL-20,21-SEP-20,17-SEP-20,17-SEP-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,6,26-MAR-20,08-MAY-20,24-JUL-20,22-SEP-20,18-SEP-20,18-SEP-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,7,26-MAR-20,08-MAY-20,24-JUL-20,23-SEP-20,21-SEP-20,21-SEP-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,8,26-MAR-20,08-MAY-20,24-JUL-20,24-SEP-20,22-SEP-20,22-SEP-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,9,26-MAR-20,23-JUN-20,24-JUL-20,02-DEC-20,30-NOV-20,30-NOV-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435060,CAT 94SQFT C175-16 EP T4I 50C 60HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560635,10,26-MAR-20,23-JUN-20,24-JUL-20,03-DEC-20,01-DEC-20,01-DEC-20,1,"56,201.00","62,901.00","45,499.95","34,641.41",,"2,282.40","8,575.89",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT435065,CAT 56SQFT 3516C HD EP 43C 2750 50HZ - FINAL ASSEMBLY,5,YTS-DOMESTIC,560948,13,24-APR-20,08-MAY-20,21-AUG-20,20-AUG-20,21-AUG-20,21-AUG-20,1,"28,863.00","33,000.83","30,098.81","22,963.81",,"1,508.65","5,626.10",0.25,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
